index,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
217,CHEMBL2315420,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(C#N)cc1,71.0,active
218,CHEMBL2315419,CS(=O)(=O)c1cccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)c1,908.0,active
219,CHEMBL2315418,CC(=O)c1cccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)c1,451.0,active
220,CHEMBL2315417,N#Cc1cccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)c1,1394.0,intermediate
221,CHEMBL2315416,CC(=O)c1ccccc1-c1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,379.0,active
222,CHEMBL2315415,N#Cc1ccccc1-c1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,536.0,active
223,CHEMBL2315414,c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,2031.0,intermediate
224,CHEMBL2315413,FC(F)(F)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,1236.0,intermediate
225,CHEMBL2315440,CSc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,976.0,active
226,CHEMBL2315439,Fc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,683.0,active
227,CHEMBL2315438,Brc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,523.0,active
228,CHEMBL2315437,Nc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,262.0,active
229,CHEMBL2315436,COc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,172.0,active
230,CHEMBL2315435,O=[N+]([O-])c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,162.0,active
231,CHEMBL2315434,O=Cc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,112.0,active
232,CHEMBL2315433,CC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,65.0,active
233,CHEMBL2315432,CS(=O)(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,63.0,active
234,CHEMBL2315431,CNC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,42.0,active
235,CHEMBL2315430,NC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,41.0,active
236,CHEMBL2315429,NS(=O)(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,71.0,active
237,CHEMBL2315428,O=C(CO)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,48.0,active
238,CHEMBL2315427,CONC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,43.0,active
239,CHEMBL2315426,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1F,443.0,active
240,CHEMBL2315458,Clc1cc(Cl)cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,257.0,active
241,CHEMBL2315457,Fc1cc(Br)cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,225.0,active
242,CHEMBL2315456,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1Cl,184.0,active
243,CHEMBL2315455,Cc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1Cl,150.0,active
244,CHEMBL2315454,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc(C)c1Cl,134.0,active
245,CHEMBL2315453,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1Br,100.0,active
246,CHEMBL2315452,Clc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1Cl,90.0,active
247,CHEMBL2315451,N#Cc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,88.0,active
248,CHEMBL2315450,Fc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1Cl,71.0,active
249,CHEMBL2315449,COc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,587.0,active
250,CHEMBL2315448,N#Cc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,609.0,active
251,CHEMBL2315447,Cc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,220.0,active
252,CHEMBL2315446,Fc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,604.0,active
253,CHEMBL2315445,Brc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,168.0,active
254,CHEMBL2315444,Clc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,140.0,active
255,CHEMBL2315443,COc1cccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,375.0,active
256,CHEMBL2315442,N#Cc1cccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,3129.0,intermediate
257,CHEMBL2315441,Cc1cccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,524.0,active
258,CHEMBL2315811,Fc1cccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,379.0,active
259,CHEMBL2315810,Brc1cccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,283.0,active
260,CHEMBL2315809,Clc1cccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,279.0,active
261,CHEMBL2315808,Clc1ccccc1OCc1nnc(SC2CCCC2)n1-c1cccnc1,1277.0,intermediate
262,CHEMBL2315807,c1ccc(-n2c(SC3CCCC3)nnc2-c2ccco2)cc1,8720.0,intermediate
263,CHEMBL2315806,c1ccc(-n2c(SC3CCCC3)nnc2-c2cc3ccccc3o2)cc1,1940.0,intermediate
264,CHEMBL2315805,CC(C)Sc1nnc(COc2cccnc2)n1-c1ccccc1,5560.0,intermediate
265,CHEMBL2315804,CC(C)Sc1nnc(COC2CCCCC2)n1-c1ccccc1,30000.0,inactive
266,CHEMBL2315803,CC(C)Sc1nnc(CO)n1-c1ccccc1,30000.0,inactive
267,CHEMBL2315802,Brc1ccc(/C=C/c2nnc(SC3CCCC3)n2-c2ccccc2)cc1,2860.0,intermediate
268,CHEMBL2315801,O=C(Nc1ccc(Br)cc1)c1nnc(SC2CCCC2)n1-c1ccccc1,18640.0,inactive
269,CHEMBL2315800,Brc1ccc(OCc2nnc(SC3CCCC3)n2-c2ccccc2)cc1,440.0,active
270,CHEMBL2315799,CC(C)Sc1nnc(CNc2ccccc2)n1-c1ccccc1,11170.0,inactive
271,CHEMBL2315798,CC(C)Sc1nnc(CN(C)c2ccccc2)n1-c1ccccc1,30000.0,inactive
272,CHEMBL2315797,CC(C)Sc1nnc(Cc2ccccc2)n1-c1ccccc1,30000.0,inactive
273,CHEMBL2315796,CC(C)Sc1nnc(COCc2ccccc2)n1-c1ccccc1,26720.0,inactive
274,CHEMBL2315795,CC(C)Sc1nnc(CCc2ccccc2)n1-c1ccccc1,11780.0,inactive
275,CHEMBL2315794,CC(C)Sc1nnc(CSc2ccccc2)n1-c1ccccc1,7730.0,intermediate
276,CHEMBL2315793,c1ccc(OCc2nnc(SC3CCCC3)n2Cc2ccco2)cc1,30000.0,inactive
277,CHEMBL2315792,c1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,470.0,active
278,CHEMBL2315791,c1ccc(OCc2nnc(SC3CCCC3)n2-c2ccccn2)cc1,30000.0,inactive
279,CHEMBL3361229,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccoc3)n2)CC1,491.0,active
280,CHEMBL3361228,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccsc3)n2)CC1,452.0,active
281,CHEMBL3361227,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3cccnc3)n2)CC1,109.0,active
282,CHEMBL3361226,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccc4[nH]ccc4c3)n2)CC1,82.0,active
283,CHEMBL3361225,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3csc4ccccc34)n2)CC1,74.0,active
284,CHEMBL3361224,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccc4[nH]ncc4c3)n2)CC1,71.0,active
285,CHEMBL3361223,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3cc4ccccc4o3)n2)CC1,61.0,active
286,CHEMBL3361222,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccc(F)cc3)n2)CC1,299.0,active
287,CHEMBL3361221,CCOc1ccc(-c2cc(NCc3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)cc1,246.0,active
288,CHEMBL3361220,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccc(C(F)(F)F)cc3)n2)CC1,222.0,active
289,CHEMBL3361219,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccc(Cl)cc3)n2)CC1,106.0,active
290,CHEMBL3361218,CC(=O)c1ccc(-c2cc(NCc3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)cc1,102.0,active
291,CHEMBL3361217,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccc(CO)cc3)n2)CC1,89.0,active
292,CHEMBL3361216,CC(=O)Nc1ccc(-c2cc(NCc3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)cc1,59.0,active
293,CHEMBL3361215,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3cccc(C(F)(F)F)c3)n2)CC1,237.0,active
294,CHEMBL3361214,Cc1cccc(-c2cc(NCc3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)c1,183.0,active
295,CHEMBL3352905,COc1cccc(-c2cc(NCc3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)c1,149.0,active
296,CHEMBL3361213,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3cccc(CO)c3)n2)CC1,135.0,active
297,CHEMBL3361212,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3cccc(O)c3)n2)CC1,106.0,active
298,CHEMBL3361211,CC(=O)c1cccc(-c2cc(NCc3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)c1,87.0,active
299,CHEMBL3361210,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccccc3F)n2)CC1,46.0,active
300,CHEMBL3361209,CS(=O)(=O)c1ccc(CNc2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)cc1,10000.0,intermediate
301,CHEMBL3361208,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccc(S(N)(=O)=O)cc3)cc(-c3ccccc3)n2)CC1,5165.0,intermediate
302,CHEMBL3361207,COc1ccc(CNc2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)cc1,5036.0,intermediate
303,CHEMBL3361206,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccc(Cl)cc3)cc(-c3ccccc3)n2)CC1,3473.0,intermediate
304,CHEMBL3361205,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccc(F)cc3)cc(-c3ccccc3)n2)CC1,2433.0,intermediate
305,CHEMBL3361204,Cc1ccc(CNc2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)cc1,2181.0,intermediate
306,CHEMBL3361203,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3cccc(S(N)(=O)=O)c3)cc(-c3ccccc3)n2)CC1,7610.0,intermediate
307,CHEMBL3361202,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3cccc([N+](=O)[O-])c3)cc(-c3ccccc3)n2)CC1,4608.0,intermediate
308,CHEMBL3361201,COc1cccc(CNc2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)c1,5645.0,intermediate
309,CHEMBL3361200,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3cccc(Cl)c3)cc(-c3ccccc3)n2)CC1,2762.0,intermediate
310,CHEMBL3361199,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3cccc(F)c3)cc(-c3ccccc3)n2)CC1,474.0,active
311,CHEMBL3361198,Cc1cccc(CNc2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(N)=O)CC3)n2)c1,1679.0,intermediate
312,CHEMBL3361197,COc1ccccc1CNc1cc(-c2ccccc2)nc(NC[C@H]2CC[C@H](C(N)=O)CC2)n1,8860.0,intermediate
313,CHEMBL3361196,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3Br)cc(-c3ccccc3)n2)CC1,7108.0,intermediate
314,CHEMBL3361195,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3Cl)cc(-c3ccccc3)n2)CC1,6939.0,intermediate
315,CHEMBL3361194,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3F)cc(-c3ccccc3)n2)CC1,1691.0,intermediate
316,CHEMBL3361193,Cc1ccccc1CNc1cc(-c2ccccc2)nc(NC[C@H]2CC[C@H](C(N)=O)CC2)n1,9288.0,intermediate
317,CHEMBL3361192,NNC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccccc3)n2)CC1,986.0,active
318,CHEMBL3361191,O=C(NS(=O)(=O)C(F)(F)F)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccccc3)n2)CC1,264.0,active
319,CHEMBL3361190,CS(=O)(=O)NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccccc3)n2)CC1,133.0,active
320,CHEMBL3361189,CNC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccccc3)n2)CC1,448.0,active
321,CHEMBL3361188,NC(=O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccccc3)n2)CC1,127.0,active
322,CHEMBL3361187,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(N3CCOCC3)n2)CC1,10000.0,intermediate
323,CHEMBL3361186,O=C(O)[C@H]1CC[C@H](CNc2nc(NC3CCCCC3)cc(-c3ccccc3)n2)CC1,4313.0,intermediate
324,CHEMBL3361185,O=C(O)[C@H]1CC[C@H](CNc2nc(Nc3ccccc3)cc(-c3ccccc3)n2)CC1,36.0,active
325,CHEMBL3361184,O=C(O)[C@H]1CC[C@H](CNc2nc(NCc3ccccc3)cc(-c3ccccc3)n2)CC1,27.0,active
326,CHEMBL3361183,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccoc3)n2)CC1,2188.0,intermediate
327,CHEMBL3361182,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccncc3)n2)CC1,1667.0,intermediate
328,CHEMBL3361181,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3cccnc3)n2)CC1,1201.0,intermediate
329,CHEMBL3361180,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccco3)n2)CC1,570.0,active
330,CHEMBL3361179,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccc4[nH]ccc4c3)n2)CC1,150.0,active
331,CHEMBL3361178,Nc1ccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)cc1[N+](=O)[O-],60.0,active
332,CHEMBL3361177,Nc1ccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)cc1,112.0,active
333,CHEMBL3361176,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccc([N+](=O)[O-])cc3)n2)CC1,2189.0,intermediate
334,CHEMBL3361175,CS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)cc1,1091.0,intermediate
335,CHEMBL3361174,COc1ccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)cc1,921.0,active
336,CHEMBL3361173,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccc(Cl)cc3)n2)CC1,221.0,active
337,CHEMBL3361172,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccc(F)cc3)n2)CC1,742.0,active
338,CHEMBL3361171,Cc1ccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)cc1,577.0,active
339,CHEMBL3360672,[N-]=[N+]=Nc1cccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)c1,879.0,active
340,CHEMBL3360671,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3cccc([N+](=O)[O-])c3)n2)CC1,201.0,active
341,CHEMBL3360670,CS(=O)(=O)c1cccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)c1,116.0,active
342,CHEMBL3360669,COc1cccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)c1,543.0,active
343,CHEMBL3360668,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3cccc(Cl)c3)n2)CC1,483.0,active
344,CHEMBL3360667,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3cccc(F)c3)n2)CC1,552.0,active
345,CHEMBL3360666,Cc1cccc(-c2cc(-c3ccccc3)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)c1,578.0,active
346,CHEMBL3360665,COc1ccccc1-c1cc(-c2ccccc2)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,3041.0,intermediate
347,CHEMBL3360664,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccccc3Cl)n2)CC1,700.0,active
348,CHEMBL3360663,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccccc3F)n2)CC1,141.0,active
349,CHEMBL3360662,Cc1ccccc1-c1cc(-c2ccccc2)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,673.0,active
350,CHEMBL3360661,O=C(O)[C@H]1CC[C@H](CNc2nc(-c3ccccc3)cc(-c3ccccc3)n2)CC1,300.0,active
351,CHEMBL3360660,COc1ccc(-c2cc(C)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)cc1,37000.0,inactive
352,CHEMBL3360659,Cc1cc(-c2ccc(F)cc2)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,8400.0,intermediate
353,CHEMBL3360658,Cc1cc(-c2ccc(Cl)cc2)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,2600.0,intermediate
354,CHEMBL3360657,Cc1ccc(-c2cc(C)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)cc1,2700.0,intermediate
355,CHEMBL3360656,COc1cccc(-c2cc(C)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)c1,37000.0,inactive
356,CHEMBL3360655,Cc1cc(-c2cccc(Cl)c2)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,4800.0,intermediate
357,CHEMBL3360654,Cc1cccc(-c2cc(C)nc(NC[C@H]3CC[C@H](C(=O)O)CC3)n2)c1,11400.0,inactive
358,CHEMBL3360653,COc1ccccc1-c1cc(C)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,37000.0,inactive
359,CHEMBL3360652,Cc1cc(-c2ccccc2C)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,37000.0,inactive
360,CHEMBL3360651,O=C(O)[C@H]1CC[C@H](CNc2nccc(-c3ccccc3)n2)CC1,8700.0,intermediate
361,CHEMBL3360650,Cc1cc(-c2ccccc2)nc(NC[C@H]2CC[C@H](C(=O)O)CC2)n1,2600.0,intermediate
362,CHEMBL3360649,Cc1cc(-c2ccccc2)nc(NCc2cccc(C(=O)O)c2)n1,37000.0,inactive
363,CHEMBL3360648,Cc1cc(-c2ccccc2)nc(NCc2ccc(C(=O)O)cc2)n1,15400.0,inactive
364,CHEMBL3360647,Cc1cc(-c2ccccc2)nc(S(=O)(=O)Cc2ccc(C(=O)O)cc2)n1,37000.0,inactive
365,CHEMBL3360646,Cc1cc(-c2ccccc2)nc(SCCC(=O)O)n1,37000.0,inactive
366,CHEMBL3360645,Cc1cc(-c2ccccc2)nc(Sc2ccc(C(=O)O)cc2)n1,37000.0,inactive
367,CHEMBL3360644,Cc1cc(-c2ccccc2)nc(SCCc2ccc(C(=O)O)cc2)n1,20500.0,inactive
368,CHEMBL3360643,Cc1cc(-c2ccccc2)nc(SCc2ccccc2)n1,37000.0,inactive
369,CHEMBL3360642,Cc1cc(-c2ccccc2)nc(SCc2ccc(C(=O)NS(=O)(=O)C(F)(F)F)cc2)n1,21600.0,inactive
370,CHEMBL1404283,Cc1cc(-c2ccccc2)nc(SCc2ccc(C(=O)O)cc2)n1,4800.0,intermediate
371,CHEMBL3747464,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc(C)c3C)nc12,5000.0,intermediate
372,CHEMBL3746907,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4c3CCCC4)nc12,5000.0,intermediate
373,CHEMBL3696887,COc1cccc2c(NCc3ccccc3)nc(-n3c(=O)[nH]c4ccccc43)nc12,1068.0,intermediate
374,CHEMBL3696879,COc1cccc2c(NCc3ccccc3)nc(-n3c(N(C)C)nc4ccccc43)nc12,227.0,active
375,CHEMBL3696878,CNc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,233.0,active
376,CHEMBL3696880,COc1cccc2c(NCc3ccccc3)nc(-n3c(NC(C)=O)nc4ccccc43)nc12,5000.0,intermediate
377,CHEMBL3746701,COc1cccc2c(Cc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
378,CHEMBL3745800,COc1cccc2c(CCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
379,CHEMBL3747425,COc1cccc2c(OCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
380,CHEMBL3747449,COc1cccc2c(NC(=O)c3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
381,CHEMBL3746850,COc1cccc2c(NCCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
382,CHEMBL3746410,COc1cccc2c(N(C)Cc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
383,CHEMBL3745860,COc1cccc2c(NC(C)c3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
384,CHEMBL3746912,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,815.0,active
385,CHEMBL3696862,COc1cccc2c(NCc3ccccc3)nc(-n3cnc4ccccc43)nc12,5000.0,intermediate
386,CHEMBL3696861,COc1cccc2c(NCc3ccccc3)nc(-n3c(C)nc4ccccc43)nc12,152.0,active
387,CHEMBL3696923,CCc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,5000.0,intermediate
388,CHEMBL3696863,COc1cccc2c(NCc3ccccc3)nc(-n3c(OC)nc4ccccc43)nc12,145.0,active
389,CHEMBL3745761,COc1cccc2c(NCc3ccccc3)nc(Nc3nc4ccccc4[nH]3)nc12,5000.0,intermediate
390,CHEMBL3746009,COc1cccc2c(NCc3ccccc3)nc(Cn3c(C)nc4ccccc43)nc12,5000.0,intermediate
391,CHEMBL3696867,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,907.0,active
392,CHEMBL3746988,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(C)nc4ccccc43)nc12,304.0,active
393,CHEMBL3696920,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(OC)nc4ccccc43)nc12,370.0,active
394,CHEMBL3747511,Nc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2ccsc2n1,3000.0,intermediate
395,CHEMBL3696873,COc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2ncsc2n1,180.0,active
396,CHEMBL3746037,Nc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,425.0,active
397,CHEMBL3747498,Cc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,98.0,active
398,CHEMBL3746353,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,76.0,active
399,CHEMBL3747272,Nc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,5000.0,intermediate
400,CHEMBL3747081,Cc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,5000.0,intermediate
401,CHEMBL3696895,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,3134.0,intermediate
402,CHEMBL3696915,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,47.0,active
403,CHEMBL3696924,COc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,43.0,active
404,CHEMBL3696916,CCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,445.0,active
405,CHEMBL3747138,FC(F)(F)c1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,651.0,active
406,CHEMBL3696925,OCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,68.0,active
407,CHEMBL3696926,COCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,795.0,active
408,CHEMBL3696917,NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,153.0,active
409,CHEMBL3747075,Cc1[nH]c2ccccc2c1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,149.0,active
410,CHEMBL3746833,Cc1nn2ccccc2c1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,367.0,active
411,CHEMBL3746787,Cc1nc2ccccn2c1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,248.0,active
412,CHEMBL3696896,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,192.0,active
413,CHEMBL3747091,Cc1ccc2c(c1)cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)CNCC2,5000.0,intermediate
414,CHEMBL3746469,COc1ccc2c(c1)cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)CNCC2,5000.0,intermediate
415,CHEMBL3746827,Cc1cc2cc(C#N)ccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,5000.0,intermediate
416,CHEMBL3747097,Cc1ccc2cc(C)n(-c3nc4c(c(NCc5ccccc5)n3)CNCC4)c2c1,3860.0,intermediate
