index,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
417,CHEMBL3745859,COc1ccc2cc(C)n(-c3nc4c(c(NCc5ccccc5)n3)CNCC4)c2c1,5000.0,intermediate
418,CHEMBL3747552,Cc1cc2ccc(C#N)cc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,8908.0,intermediate
419,CHEMBL3747371,Cc1cccc2c1cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)CNCC2,648.0,active
420,CHEMBL3747194,COc1cccc2c1cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)CNCC2,2075.0,intermediate
421,CHEMBL3746000,Cc1cc2c(C#N)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,144.0,active
422,CHEMBL3745805,Cc1cc2c(F)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,342.0,active
423,CHEMBL3747140,Cc1cc2c(Cl)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,632.0,active
424,CHEMBL3747600,Cc1cc2c(C(F)(F)F)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,3912.0,intermediate
425,CHEMBL3746650,Cc1cc2c(C(=O)O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,95.0,active
426,CHEMBL3746179,Cc1cc2c(-c3nnn[nH]3)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,15.0,active
427,CHEMBL3747647,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,40.0,active
428,CHEMBL3747639,CNC(=O)c1cccc2c1cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)CNCC2,215.0,active
429,CHEMBL3746879,Cc1cc2c(C(=O)N(C)C)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,5000.0,intermediate
430,CHEMBL3746629,Cc1cc2c(C(=O)NC(C)C)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,4832.0,intermediate
431,CHEMBL3747448,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,6.0,active
432,CHEMBL3745888,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCNC2,71.0,active
433,CHEMBL3747513,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,11.0,active
434,CHEMBL3747049,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCOC2,23.0,active
435,CHEMBL3746912,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,6140.0,intermediate
436,CHEMBL3746353,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,4240.0,intermediate
437,CHEMBL3696896,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,15320.0,inactive
438,CHEMBL3747647,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,1790.0,intermediate
439,CHEMBL3747448,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,500.0,active
440,CHEMBL3747513,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,680.0,active
441,CHEMBL3746912,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,6610.0,intermediate
442,CHEMBL3746353,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,9340.0,intermediate
443,CHEMBL3696896,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,9150.0,intermediate
444,CHEMBL3747647,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,2860.0,intermediate
445,CHEMBL3747448,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,580.0,active
446,CHEMBL3747513,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,1030.0,intermediate
447,CHEMBL3746353,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,4840.0,intermediate
448,CHEMBL3747647,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,2000.0,intermediate
449,CHEMBL3747448,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,250.0,active
450,CHEMBL3747513,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,490.0,active
451,CHEMBL3220939,O=C(CCl)Nc1cccc(NC2=NS(=O)(=O)c3ccccc32)c1,370.0,active
452,CHEMBL3786710,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(C(F)(F)F)ccc5[nH]4)c3)CC2)CC1,4700.0,intermediate
453,CHEMBL3787683,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(S(F)(F)(F)(F)F)ccc5[nH]4)c3)CC2)CC1,21500.0,inactive
454,CHEMBL3787674,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc([N+](=O)[O-])ccc5[nH]4)c3)CC2)CC1,50.0,active
455,CHEMBL3785307,Cc1ccc2[nH]c(-c3cccc(N4CCC(NCCN5CCN(C(C)C)CC5)CC4)c3)cc2c1,240.0,active
456,CHEMBL3786444,COc1ccc2[nH]c(-c3cccc(N4CCC(NCCN5CCN(C(C)C)CC5)CC4)c3)cc2c1,710.0,active
457,CHEMBL3786894,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(OC(F)(F)F)ccc5[nH]4)c3)CC2)CC1,3800.0,intermediate
458,CHEMBL3800252,C=C1OC(=O)C2(C1=O)[C@H](/C=C/C=C/CCC)C=C[C@@H](O)[C@@H]2O,31200.0,inactive
459,CHEMBL3800252,C=C1OC(=O)C2(C1=O)[C@H](/C=C/C=C/CCC)C=C[C@@H](O)[C@@H]2O,180000.0,inactive
460,CHEMBL3800252,C=C1OC(=O)C2(C1=O)[C@H](/C=C/C=C/CCC)C=C[C@@H](O)[C@@H]2O,26300.0,inactive
461,CHEMBL3696854,COc1cccc2c(NCc3ccccc3)nc(-n3c(C)nc(C)c3C)nc12,25000.0,inactive
462,CHEMBL3696855,CCC1=NC(C)=C(C)C1c1nc(NCc2ccccc2)c2cccc(OC)c2n1,25000.0,inactive
463,CHEMBL3696856,COc1cccc2c(NCc3ccccc3)nc(Cc3ccccc3)nc12,2000.0,intermediate
464,CHEMBL3696857,COc1cccc2c(NCc3ccccc3)nc(CCc3ccccc3)nc12,25000.0,inactive
465,CHEMBL3696858,COc1cccc2c(NCc3ccccc3)nc(CCC(C)C)nc12,10000.0,intermediate
466,CHEMBL3696859,COc1cccc2c(NCc3ccccc3)nc(N3CCOc4ccccc43)nc12,5000.0,intermediate
467,CHEMBL3696860,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4cccc(F)c43)nc12,10000.0,intermediate
468,CHEMBL3696861,COc1cccc2c(NCc3ccccc3)nc(-n3c(C)nc4ccccc43)nc12,2000.0,intermediate
469,CHEMBL3696862,COc1cccc2c(NCc3ccccc3)nc(-n3cnc4ccccc43)nc12,2000.0,intermediate
470,CHEMBL3696863,COc1cccc2c(NCc3ccccc3)nc(-n3c(OC)nc4ccccc43)nc12,2000.0,intermediate
471,CHEMBL3696864,COc1cccc2c(NCc3ccccc3)nc(Nc3ccccn3)nc12,10000.0,intermediate
472,CHEMBL3696865,COc1cccc2c(NCc3nccs3)nc(-n3c(N)nc4ccccc43)nc12,25000.0,inactive
473,CHEMBL3696866,NCCOc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,2000.0,intermediate
474,CHEMBL3696867,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,2000.0,intermediate
475,CHEMBL3696868,NC(=O)COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,2000.0,intermediate
476,CHEMBL3696869,COCc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,2000.0,intermediate
477,CHEMBL3696870,Cc1cc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(CN)c2n1,2000.0,intermediate
478,CHEMBL3696871,CN(C)Cc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,25000.0,inactive
479,CHEMBL3696872,Nc1nc2ccccc2n1C1S/C(=N\Cc2ccccc2)c2ccsc2S1,5000.0,intermediate
480,CHEMBL3696873,COc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2ncsc2n1,2000.0,intermediate
481,CHEMBL3696874,Nc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2nc[nH]c2n1,5000.0,intermediate
482,CHEMBL3696875,Nc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCC2,2000.0,intermediate
483,CHEMBL3696876,COCc1nc(-n2c(N)nc3ccccc32)nc(NCc2ccccc2)c1C,5000.0,intermediate
484,CHEMBL3696877,COc1cccc2c(NCc3ccccc3)nc(Nc3ncc[nH]3)nc12,10000.0,intermediate
485,CHEMBL3696878,CNc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,2000.0,intermediate
486,CHEMBL3696879,COc1cccc2c(NCc3ccccc3)nc(-n3c(N(C)C)nc4ccccc43)nc12,2000.0,intermediate
487,CHEMBL3696880,COc1cccc2c(NCc3ccccc3)nc(-n3c(NC(C)=O)nc4ccccc43)nc12,5000.0,intermediate
488,CHEMBL3696881,COc1cccc2c(NCc3ccccc3)nc(-c3c(N)[nH]c4ccccc34)nc12,2000.0,intermediate
489,CHEMBL3696882,COc1cccc2c(NCc3ccccc3)nc(N3c4ccccc4CC3C)nc12,5000.0,intermediate
490,CHEMBL3696883,COc1cccc2c(NCc3ccccc3)nc(N(C(N)=O)c3ccccc3)nc12,5000.0,intermediate
491,CHEMBL3696884,COc1cccc2c(NCc3ccccc3)nc(N3C(=O)Cc4ccccc43)nc12,2000.0,intermediate
492,CHEMBL3696885,COc1cccc2c(NCc3ccco3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
493,CHEMBL3696886,COc1cccc2c(NCc3ccoc3)nc(-n3c(N)nc4ccccc43)nc12,5000.0,intermediate
494,CHEMBL3696887,COc1cccc2c(NCc3ccccc3)nc(-n3c(=O)[nH]c4ccccc43)nc12,2000.0,intermediate
495,CHEMBL3696888,COc1cccc2c(NCc3ccccc3)nc(-n3c(=O)n(C)c4ccccc43)nc12,5000.0,intermediate
496,CHEMBL3696889,COc1cccc2c(NCc3ccccc3)nc(-n3c(CN)nc4sccc43)nc12,2000.0,intermediate
497,CHEMBL3696890,COc1cccc2c(NCc3ccccc3)nc(-n3c(C)cc4ccccc43)nc12,2000.0,intermediate
498,CHEMBL3696891,COc1cccc2c(NCc3ccccc3)nc(C(C)c3ccccc3)nc12,10000.0,intermediate
499,CHEMBL3696892,COc1cccc2c(NCc3ccccc3)nc(C3NCc4ccccc43)nc12,5000.0,intermediate
500,CHEMBL3696893,COc1cccc2c(NCc3ccccc3)nc(C3CNc4ccccc43)nc12,2000.0,intermediate
501,CHEMBL3696894,COC1=Nc2ccccc2C1c1nc(NCc2ccc(F)cc2)c2cccc(OC)c2n1,2000.0,intermediate
502,CHEMBL3696895,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,2000.0,intermediate
503,CHEMBL3696896,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,2000.0,intermediate
504,CHEMBL3696897,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCNC2,2000.0,intermediate
505,CHEMBL3696898,COc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2c(n1)C(=O)NCC2,5000.0,intermediate
506,CHEMBL3696899,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNC2,2000.0,intermediate
507,CHEMBL3696900,COc1cccc2c(NCc3ccccc3)nc(C3c4ccccc4CN3C)nc12,10000.0,intermediate
508,CHEMBL3696901,CCc1cc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,2000.0,intermediate
509,CHEMBL3696902,COc1cccc2c(NCc3ccccc3)nc(-n3c(OC)cc4ccccc43)nc12,2000.0,intermediate
510,CHEMBL3696903,COc1cccc2c(NCc3ccccc3)nc(-n3c(CN)cc4ccccc43)nc12,2000.0,intermediate
511,CHEMBL3696904,COc1cccc2c(NCc3ccccc3)nc(-n3ccc4ccccc43)nc12,2000.0,intermediate
512,CHEMBL3696905,COc1cccc2c(NCc3ccccc3)nc(-n3cc(C)c4ccccc43)nc12,10000.0,intermediate
513,CHEMBL3696906,COc1cccc2c(NCc3ccccc3)nc(-c3c(C)oc4ccccc34)nc12,2000.0,intermediate
514,CHEMBL3696907,Cc1cc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(C(N)=O)c2n1,2000.0,intermediate
515,CHEMBL3696908,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)COC2,2000.0,intermediate
516,CHEMBL3696909,Cc1cc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(C#N)c2n1,2000.0,intermediate
517,CHEMBL3696910,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCN(C(=O)OC(C)(C)C)C2,2000.0,intermediate
518,CHEMBL3696911,CC(=O)N1Cc2nc(-n3c(C)cc4ccccc43)nc(NCc3ccccc3)c2C1,2000.0,intermediate
519,CHEMBL3696912,CC(=O)N1CCc2nc(-n3c(C)cc4ccccc43)nc(NCc3ccccc3)c2C1,2000.0,intermediate
520,CHEMBL3696913,CC(=O)N1CCc2c(nc(C3C(C)=Cc4ccccc43)nc2NCc2ccccc2)C1,2000.0,intermediate
521,CHEMBL3696914,COc1cc2ccccc2n1-c1nc(NCc2ccccc2)c2c(n1)C(=O)N(C(=O)OC(C)(C)C)CC2,2000.0,intermediate
522,CHEMBL3696915,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
523,CHEMBL3696916,CCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,5000.0,intermediate
524,CHEMBL3696917,NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
525,CHEMBL3696918,CC(N)c1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
526,CHEMBL3696919,COCCOc1cccc2c(NCc3ccccc3)nc(C3C(ON)=Nc4ccccc43)nc12,2000.0,intermediate
527,CHEMBL3696920,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(OC)nc4ccccc43)nc12,2000.0,intermediate
528,CHEMBL3696921,COc1cccc2c(NCc3ccccc3)nc(-n3c(CNC(C)=O)cc4ccccc43)nc12,2000.0,intermediate
529,CHEMBL3696922,C=CC(=O)NCc1cc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,2000.0,intermediate
530,CHEMBL3696923,CCc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,2000.0,intermediate
531,CHEMBL3696924,COc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
532,CHEMBL3696925,OCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
533,CHEMBL3696926,COCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
534,CHEMBL3696927,CN(C)Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
535,CHEMBL3696928,CC(=O)NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
536,CHEMBL3696929,NC(=O)NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
537,CHEMBL3696930,COC(=O)NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
538,CHEMBL3696931,CS(=O)(=O)NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
539,CHEMBL3696917,NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,2000.0,intermediate
540,CHEMBL3639957,CC(=O)C1CCc2c(nc(-n3c(CN)cc4ccccc43)nc2NCc2ccccc2)C1,2000.0,intermediate
541,CHEMBL3696932,CCN1CCc2c(nc(-n3c(CN)cc4ccccc43)nc2NCc2ccccc2)C1,2000.0,intermediate
542,CHEMBL3696933,COC(=O)N1CCc2c(nc(-n3c(CN)cc4ccccc43)nc2NCc2ccccc2)C1,2000.0,intermediate
543,CHEMBL3696934,NCc1cc2ccccc2n1-c1cc(NCc2ccccc2)c2c(n1)CN(C(N)=O)CC2,2000.0,intermediate
544,CHEMBL3696935,CS(=O)(=O)N1CCc2c(nc(-n3c(CN)cc4ccccc43)nc2NCc2ccccc2)C1,2000.0,intermediate
545,CHEMBL3696936,CNCCN1CCc2c(nc(-n3c(CN)cc4ccccc43)nc2NCc2ccccc2)C1,10000.0,intermediate
546,CHEMBL3696937,CNCC(=O)N1CCc2c(nc(-n3c(CN)cc4ccccc43)nc2NCc2ccccc2)C1,10000.0,intermediate
547,CHEMBL3696938,COc1cccc2c(NCc3ccccc3)nc(-n3c(/C=C/C#N)cc4ccccc43)nc12,2000.0,intermediate
548,CHEMBL3696939,COc1cccc2c(NCc3ccccc3)nc(-n3c(/C=C(/C#N)C(N)=O)cc4ccccc43)nc12,2000.0,intermediate
549,CHEMBL3696940,COc1cccc2c(NCc3ccccc3)nc(-n3c(/C=C/S(C)(=O)=O)cc4ccccc43)nc12,2000.0,intermediate
550,CHEMBL494655,CC(C)=C[C@@H]1C[C@H](C)c2c(O)cc(C)c3c2C1=C(C)C(=O)C3=O,100000.0,inactive
551,CHEMBL4099907,C=C1CC[C@@](C)(c2cc(Br)c(C)cc2O)[C@H]1C,100000.0,inactive
552,CHEMBL4277404,CC(C)N1CCN(C2(CNC3CCN(c4cccc(-c5cc6cc(F)ccc6[nH]5)c4)CC3)COC2)CC1,90.0,active
553,CHEMBL4291440,CC(C)N1CCN(C2(CNC3CCN(c4cccc(-c5cc6cc(F)ccc6[nH]5)c4)CC3)CCC2)CC1,100.0,active
554,CHEMBL4280801,CN1CCN(C2(CNC3CCN(c4cccc(-c5cc6cc(F)ccc6[nH]5)c4)CC3)CCC2)CC1,20.0,active
555,CHEMBL4281249,CC(C)N1CC2CN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2C1,19000.0,inactive
556,CHEMBL4289124,CC(C)N1CCN(C2CCN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,4760.0,intermediate
557,CHEMBL4284654,CC(C)N1CCC2(CCN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,1130.0,intermediate
558,CHEMBL4292540,CC(C)N1CCC(N[C@H]2CC[C@@H](c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,4260.0,intermediate
559,CHEMBL4278176,CC(C)N1CCC(N[C@H]2CC[C@H](c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,180.0,active
560,CHEMBL4288865,CC(C)N1CCC(NC2CCN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,50.0,active
561,CHEMBL4276697,CC(C)N1CCN(C(=O)CCNC2CCN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,190.0,active
562,CHEMBL4287346,CN(C)CCNC1CCN(c2cccc(-c3cc4cc(F)ccc4[nH]3)c2)CC1,800.0,active
563,CHEMBL4280125,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,70.0,active
564,CHEMBL4290763,CC(C)N1CCN(CCCNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)CC1,380.0,active
565,CHEMBL4288427,CC(C)(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)CC1,210.0,active
566,CHEMBL4280546,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)CC1,160.0,active
567,CHEMBL4276767,Cn1ncnc1CCNC1CCN(c2cccc(-c3cc4ccccc4[nH]3)c2)CC1,990.0,active
568,CHEMBL4276767,Cn1ncnc1CCNC1CCN(c2cccc(-c3cc4ccccc4[nH]3)c2)CC1,2400.0,intermediate
569,CHEMBL4288109,c1ccc(CCNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)cc1,2610.0,intermediate
570,CHEMBL4280200,c1ccc(CCNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)nc1,1050.0,intermediate
571,CHEMBL4282777,c1ccc(CNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)nc1,1060.0,intermediate
572,CHEMBL4293387,c1cc(-c2cc3ccccc3[nH]2)cc(N2CCC(NCCN3CCNCC3)CC2)c1,330.0,active
573,CHEMBL4283987,CN1CCN(CCNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)CC1,280.0,active
574,CHEMBL4291849,CCN1CCN(CCNC2CCN(c3cccc(-c4cc5ccccc5[nH]4)c3)CC2)CC1,200.0,active
575,CHEMBL4573319,Cc1cc2c(NS(=O)(=O)C(F)(F)F)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,100.9,active
576,CHEMBL4451017,Cc1cc2c(NS(=O)(=O)C3CC3)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,34.6,active
577,CHEMBL4461462,Cc1cc2c(NS(=O)(=O)c3ccccc3)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,134.9,active
578,CHEMBL4461505,Cc1cc2c(NS(C)(=O)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,36.4,active
579,CHEMBL4574654,C=CC(=O)Nc1cccc2c1cc(C)n2-c1nc2c(c(NCc3ccncc3)n1)COCC2,5104.5,intermediate
580,CHEMBL4555198,Cc1cc2c(NC(=O)CN3CCCC3)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,448.7,active
581,CHEMBL4473427,Cc1cc2c(NC(=O)/C=C/CN(C)C)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,387.1,active
582,CHEMBL4584967,Cc1cc2c(NC(=O)/C=C/c3ccccc3)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,447.2,active
583,CHEMBL4453010,C=CC(=O)Nc1cccc2c1cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)COCC2,58.3,active
584,CHEMBL4576017,Cc1cc2c(NC(=O)CCl)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,308.1,active
585,CHEMBL4530376,CC(=O)Nc1cccc2c1cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)COCC2,129.4,active
586,CHEMBL3747513,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,27.0,active
587,CHEMBL4581661,Cc1cc2c(C(N)=O)cccc2n1-c1nccc(NCc2ccccc2)n1,160.9,active
588,CHEMBL4439188,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCCCC2,119.7,active
589,CHEMBL4455739,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCCC2,82.8,active
590,CHEMBL4445574,CC(=O)Nc1cccc2c1ccn2-c1nc2c(c(NCc3ccccc3)n1)COCC2,922.1,active
591,CHEMBL4468726,Cc1cc2c(C(N)=S)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,192.6,active
592,CHEMBL4280125,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1,20.0,active
593,CHEMBL4549090,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(C(=O)N(C)C)ccc5[nH]4)c3)CC2)CC1,31400.0,inactive
594,CHEMBL3786710,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(C(F)(F)F)ccc5[nH]4)c3)CC2)CC1,4600.0,intermediate
595,CHEMBL3785307,Cc1ccc2[nH]c(-c3cccc(N4CCC(NCCN5CCN(C(C)C)CC5)CC4)c3)cc2c1,240.0,active
596,CHEMBL4445673,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(C#N)ccc5[nH]4)c3)CC2)CC1,44.0,active
597,CHEMBL4450581,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1C#CCNC(C)C,7.0,active
598,CHEMBL4476693,[2H]C1([2H])C([2H])([2H])C([2H])([2H])C([2H])(Sc2ncc(COc3cc(F)c(C#CCOC(=O)NC4CCN(C)CC4)cc3F)n2-c2cccnc2)C1([2H])[2H],8.0,active
599,CHEMBL3746912,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,110.0,active
600,CHEMBL1613563,COc1ccc(C(=O)c2oc3ccccc3c2NC(C)=O)cc1,100000.0,inactive
601,CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1400.0,intermediate
602,CHEMBL4458150,[N-]=[N+]=Nc1cccc(-n2c(COc3ccc(CCCO)cc3)nnc2SC2CCCC2)c1,1100.0,intermediate
603,CHEMBL4576291,[N-]=[N+]=Nc1cccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,760.0,active
604,CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,12000.0,inactive
605,CHEMBL4078658,C[C@H]1CCC/C=C/C(=O)c2c(O)c(Cl)c(O)c(Cl)c2CC(=O)O1,7900.0,intermediate
606,CHEMBL2047407,CC(=O)OCC1=C(C)C[C@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)OC1=O,22000.0,inactive
607,CHEMBL4078658,C[C@H]1CCC/C=C/C(=O)c2c(O)c(Cl)c(O)c(Cl)c2CC(=O)O1,15300.0,inactive
608,CHEMBL3220939,O=C(CCl)Nc1cccc(NC2=NS(=O)(=O)c3ccccc32)c1,370.0,active
609,CHEMBL4572843,Fc1ccc(C(CCCNCC2CCc3[nH]c4ccc(F)cc4c3C2)c2ccc(F)cc2)cc1,7200.0,intermediate
